title,date_published,author,comments_count
Hangouts 15 предлагает эксклюзивные функции для смартфонов на Android 7.1,2016-11-30T18:00:00+00:00,Ekzer,45
Взлёты и падения: как отечественные разработчики собирают деньги на Kickstarter,2016-11-30T17:05:00+00:00,News,24
Новый Patchrom позволяет установить МIUI 8 на сторонние устройства,2016-11-30T17:00:00+00:00,Scar1989,136
Для Sony Xperia X Performance вышла релизная версия Android 7.0,2016-11-30T16:00:00+00:00,Wadym72,76
Doogee Y6 поступил в продажу вместе с новогодним набором подарков,2016-11-30T15:44:30+00:00,Natalia Rafalskaya,24
LeEco раскрывает исходный код своих устройств,2016-11-30T15:20:00+00:00,Ekzer,49
Упрощаем себе жизнь и покупаем с экономией до 20 000 рублей,2016-11-30T14:19:00+00:00,News,0
Ноутбук Clevo P870X с двумя видеокартами GeForce GTX 1080 стоит больше 1 миллиона рублей,2016-11-30T14:13:00+00:00,Wadym72,213
Xiaomi Mi5 одним из первых обновится до MIUI 8 на Android Nougat,2016-11-30T13:58:41+00:00,Ekzer,175
Скидки на приложения и игры для iOS: 30 ноября,2016-11-30T13:43:27+00:00,Strelka92,2
Sony выпускает мобильное приложение для владельцев PlayStation 4,2016-11-30T13:38:56+00:00,Wadym72,29
Скидки на приложения и игры для Android: 30 ноября,2016-11-30T13:07:49+00:00,Strelka92,21
Топовая версия безрамочного Elephone S7 теперь доступна за 16 тысяч рублей,2016-11-30T12:37:18+00:00,Wadym72,51
YAAO 6000 оснастили аккумулятором с рекордной ёмкостью,2016-11-30T12:31:18+00:00,Wadym72,63
Обзор BQ BQS-5070 Magic: лёгкость и изящество,2016-11-30T11:50:00+00:00,News,27
Киберпанковый экшен Leap of Fate выйдет на Android 1 декабря,2016-11-30T11:43:49+00:00,Wadym72,19
Основные компоненты Microsoft Surface Studio не поддаются апгрейду,2016-11-30T11:38:11+00:00,Scar1989,41
teXet TM-5003 создан специально для молодёжи,2016-11-30T11:06:18+00:00,Wadym72,105
Мультиплеерный шутер Afterpulse добрался до Android ,2016-11-30T10:59:11+00:00,gotDvamp,47
Archos 55 Diamond Selfie и 80 Oxygen поступили в продажу,2016-11-30T10:57:26+00:00,Ekzer,20
TP-Link Archer C60 с поддержкой 802.11ac обеспечивает увеличенное покрытие,2016-11-30T10:47:00+00:00,Wadym72,54
NVIDIA Ansel позволяет игрокам War Thunder создавать 3D-панорамы и скриншоты сверхвысокого разрешения,2016-11-30T10:39:56+00:00,Котейко,27
Meizu Pro 6 Plus с дисплеем 3D Touch и Exynos 8890 представили в Китае,2016-11-30T10:24:00+00:00,Ekzer,195
Samsung Pay заработает с картами Visa в России с 1 декабря,2016-11-30T10:22:00+00:00,Ekzer,92
Meizu X получил корпус из стекла и металла,2016-11-30T10:09:00+00:00,Scar1989,71
Hewlett Packard Enterprise представляет первую в мире компьютерную архитектуру на базе памяти,2016-11-30T10:00:00+00:00,Wadym72,38
Flyme 6 с элементами искусственного интеллекта перешла на стадию бета-тестирования,2016-11-30T09:58:00+00:00,Scar1989,175
Обзор Samsung Gear S3 classic: новая классика смарт-часов,2016-11-30T09:15:00+00:00,News,125
DJI выпускает новое приложение для управления дронами,2016-11-30T09:00:00+00:00,Wadym72,27
Мультиплеер Titanfall 2 можно будет опробовать совершенно бесплатно,2016-11-30T08:30:00+00:00,Wadym72,45
Учёные создали датчик слежения за энергопотреблением приборов,2016-11-30T08:00:00+00:00,Wadym72,77
Самую маленькую копию Game Boy Color можно носить на связке ключей,2016-11-30T07:00:00+00:00,Sleepp,30
Lenovo Ideapad 710S и 710S Plus появились на российском рынке,2016-11-30T06:30:00+00:00,Wadym72,40
Объектив Vitrima превратит GoPro в 3D-камеру,2016-11-30T06:00:00+00:00,Scar1989,17
Обновлённая линейка Acer Predator дебютировала в России,2016-11-30T05:30:00+00:00,Котейко,47
Фанаты Civilization построили своё демократическое государство ,2016-11-30T05:00:00+00:00,gotDvamp,23
"Инсайды #785: Meizu M3X, Samsung Galaxy C7 Pro, Microsoft Surface Phone и новинка от HP",2016-11-29T19:30:00+00:00,Ekzer,105
Apple iPhone 7 искупали в суперкислоте,2016-11-29T19:00:00+00:00,Ekzer,129
Основатель Cyanogen может покинуть компанию,2016-11-29T18:00:00+00:00,Wadym72,61
Игровой тест MSI GS73VR 6RF Stealth Pro: может ли 17-дюймовый ноутбук быть игровым и мобильным?,2016-11-29T17:05:00+00:00,News,120
Обновление SwiftKey для Android добавило поддержку кодовых слов,2016-11-29T17:00:00+00:00,Scar1989,44
ZTE предлагает пользователям выбрать название нового смартфона,2016-11-29T16:00:00+00:00,Wadym72,99
Cube Mix Plus на Intel Kaby Lake поддерживает переключение между Windows и Android,2016-11-29T15:02:40+00:00,Wadym72,110
Spirit Run: Multiplayer Battle — убегаем... от друзей?,2016-11-29T15:00:00+00:00,FB-king,11
Смарт-часы No.1 G7 способны полностью заменить смартфон,2016-11-29T14:28:56+00:00,Wadym72,68
Скидки на приложения и игры для iOS: 29 ноября,2016-11-29T13:32:04+00:00,Strelka92,13
Highscreen Power Five Max получил металлический корпус и внушительный аккумулятор,2016-11-29T13:27:00+00:00,Ekzer,211
Скидки на приложения и игры для Android: 29 ноября,2016-11-29T13:07:42+00:00,Strelka92,20
Экран Doogee Y6 Max занимает почти 85% передней панели,2016-11-29T12:58:17+00:00,Wadym72,61
Android-ридер ONYX BOOX Monte Cristo оснастили 6-дюймовым экраном с подсветкой,2016-11-29T12:52:00+00:00,Wadym72,133
Картридер PhotoFast CR-8710 передаёт RAW-снимки за считанные секунды,2016-11-29T12:45:00+00:00,Ekzer,42
Премиальные Bluetooth-наушники Monster Elements проработают сутки без подзарядки,2016-11-29T12:34:00+00:00,Ekzer,27
Что купить для Doogee X5S,2016-11-29T12:04:00+00:00,Ekzer,18
LeEco Cool1C лишился двойного модуля камеры,2016-11-29T11:53:08+00:00,Wadym72,48
Только 12 игр для Xbox One S поддерживают режим HDR ,2016-11-29T11:46:41+00:00,gotDvamp,51
"Инсайды #784: Samsung Galaxy S8, Microsoft Surface Phone, iPhone 8, ZUK Edge",2016-11-29T11:03:00+00:00,Ekzer,108
VR-игры от Ubisoft получат поддержку кроссплатформенного мультиплеера ,2016-11-29T10:56:00+00:00,gotDvamp,15
TP-Link Neffos Y5 с поддержкой 4G выходит на российский рынок,2016-11-29T10:51:34+00:00,Wadym72,31
Новая часть популярной серии Skylanders может не увидеть свет в 2017 году,2016-11-29T10:44:12+00:00,Wadym72,8
Nomu S20 поджарили и искупали в соляной кислоте,2016-11-29T10:38:33+00:00,Wadym72,32
Легендарный долгострой Final Fantasy XV поступил в продажу ,2016-11-29T10:32:00+00:00,gotDvamp,40
Samsung Galaxy S7 Edge в цвете &quot;дымчатый сапфир&quot; представлен в России,2016-11-29T10:28:18+00:00,Wadym72,32
Сиквел популярного таймкиллера Hill Climb Racing вышел на Android,2016-11-29T10:24:47+00:00,Wadym72,29
Обзор новинок и обновлений программ для Android (21 ноября - 27 ноября 2016),2016-11-29T10:19:07+00:00,vadeus,0
Microsoft раскрывает дату выхода снежного дополнения для Forza Horizon 3 ,2016-11-29T10:18:19+00:00,gotDvamp,31
Обзор Sony NW-A35HN: партнёр по музыке и тишине,2016-11-29T10:06:00+00:00,News,50
Учёные научили нейросети предсказывать будущее,2016-11-29T09:30:00+00:00,Wadym72,42
Android отстаёт от iOS в плане безопасности на 6 лет,2016-11-29T09:00:00+00:00,Wadym72,184
Возможности NFC ударопрочного Ulefone Armor показали на видео,2016-11-29T08:34:09+00:00,Wadym72,14
Обзор Nomu S10: младший богатырь,2016-11-29T08:00:00+00:00,News,16
Ядерные батареи смогут работать на одном заряде несколько тысяч лет,2016-11-29T07:00:00+00:00,Wadym72,187
Чёрная пятница 2016 поставила рекорд по покупкам с мобильных устройств,2016-11-29T06:00:00+00:00,Scar1989,35
Обзор новинок и обновлений игр для Android (21 - 27 ноября 2016),2016-11-29T05:30:00+00:00,marf@,0
FretX поможет научиться играть на гитаре,2016-11-29T05:00:00+00:00,Wadym72,43
"Инсайды #783: Qualcomm Snapdragon 830, Blackview P2, Nubia Slider и Xiaomi Mi5C",2016-11-28T20:37:19+00:00,Ekzer,140
Опрос: пользуетесь ли вы домашним сетевым хранилищем? ,2016-11-28T19:08:46+00:00,am.axe,192
Обзор Highscreen Power Ice Evo: держаться изо всех сил,2016-11-28T19:00:00+00:00,News,223
В медиаплеере VLC появилась поддержка VR-контента,2016-11-28T18:00:00+00:00,Wadym72,20
На устройствах с Android 7.1 некорректно отображаются скриншоты с iPhone 7 Plus ,2016-11-28T17:00:00+00:00,Wadym72,72
NVIDIA рекомендует видеокарты для комфортной игры в Watch Dogs 2 на PC,2016-11-28T16:55:00+00:00,Ekzer,169
VR-компьютер Zotac VR Go выходит на рынок,2016-11-28T16:00:00+00:00,Wadym72,44
Huawei продолжает праздновать Чёрную пятницу,2016-11-28T15:48:49+00:00,Ekzer,62
Выбор есть: смартфоны до 6 тысяч рублей,2016-11-28T15:46:00+00:00,Ekzer,161
"Leagoo M8 оснастили 5,7-дюймовым дисплеем и выделенным аудиочипом",2016-11-28T14:23:00+00:00,Wadym72,46
Скидки на приложения и игры для Android: 28 ноября,2016-11-28T14:20:00+00:00,Strelka92,25
iQiyi идёт по стопам LeEco и выпускает свой первый смартфон,2016-11-28T14:03:00+00:00,Wadym72,86
Последняя инсайдерская сборка Windows 10 приносит новый интерфейс функции Share,2016-11-28T12:49:00+00:00,Scar1989,53
Геймер перенёс DOOM 3: BFG Edition в виртуальную реальность,2016-11-28T12:05:00+00:00,gotDvamp,46
Dell Alienware 15 и 17 с поддержкой VR появились в России,2016-11-28T11:51:26+00:00,Scar1989,60
В Pokemon GO добавят сотню новых покемонов и PvP-сражения,2016-11-28T11:31:19+00:00,Wadym72,53
Sharp выпускает смартфон для фанатов &quot;Звездных войн&quot;,2016-11-28T11:14:00+00:00,Sleepp,60
Анонс новой части Duke Nukem может состояться на этой неделе ,2016-11-28T10:30:00+00:00,gotDvamp,37
Смарт-часы Samsung Gear S3 уже доступны для предзаказа в России,2016-11-28T10:25:28+00:00,Wadym72,88
Разработчики главного разочарования года попытались исправить No Man&#039;s Sky ,2016-11-28T10:19:02+00:00,gotDvamp,52
Google патентует платформу для модульного стола,2016-11-28T10:00:00+00:00,Котейко,25
Браслет Sphero Force Band из Star Wars позволяет управлять бытовой техникой,2016-11-28T09:00:00+00:00,Ekzer,24
Microsoft Next Lock Screen оптимизировали под бюджетные устройства,2016-11-28T08:00:00+00:00,Wadym72,48
Смарт-носки Siren Care предупредят больных сахарным диабетом о заболевании ног,2016-11-28T07:00:00+00:00,Ekzer,40
Cyber Monday: скидки до 90% на электронику — только сегодня,2016-11-28T06:00:00+00:00,News,75
Apple TV нового поколения могут оснастить камерой для захвата движений,2016-11-28T05:00:00+00:00,Wadym72,20
Раш на «B»: как зародился киберспорт,2016-11-27T17:15:00+00:00,News,136
Док из Google Pixel запустили на смартфоне с Android Marshmallow ,2016-11-27T17:00:00+00:00,Ekzer,84
Oppo Find 9 не будет представлен на MWC 2017,2016-11-27T16:45:00+00:00,Wadym72,29
Специалисты Digital Foundry остались недовольны качеством Dishonored 2,2016-11-27T16:30:00+00:00,gotDvamp,77
Google в очередной раз переименовывает Chromecast,2016-11-27T16:15:00+00:00,Wadym72,25
Владельцы новых MacBook Pro столкнулись с необычной проблемой,2016-11-27T16:00:00+00:00,Wadym72,157
Что купить для JiaYu G4S,2016-11-27T15:00:00+00:00,Ekzer,111
Главная распродажа осени: гид по скидкам на игры для iOS и Android,2016-11-27T10:31:00+00:00,News,68
Samsung разрабатывает самосгибающийся дисплей на основе полимерных материалов,2016-11-27T10:29:00+00:00,Ekzer,66
В WhatsApp переработан режим просмотра видео,2016-11-27T10:28:00+00:00,Wadym72,64
Главные игры недели: хардкор против таймкиллеров,2016-11-27T10:18:00+00:00,News,12
"Nexus 4, LG G3 и Galaxy S5 получили поддержку CM 14.1",2016-11-27T10:15:00+00:00,Wadym72,88
Microsoft добавляет в офисные приложения для Android интеграцию с Box,2016-11-27T10:00:00+00:00,Wadym72,14
Android-версия Cortana научилась напоминать о днях рождения,2016-11-27T09:45:00+00:00,Wadym72,33
Интерфейс Samsung Galaxy Note 7 теперь доступен на Galaxy Note 5,2016-11-27T09:30:00+00:00,Wadym72,111
Линейка Nexus начнёт обновляться до Android 7.1.1 Nougat с 6 декабря,2016-11-27T09:15:00+00:00,Wadym72,47
16 смартфонов 2016 года с экраном до пяти дюймов,2016-11-27T09:00:00+00:00,News,170
"Инсайды #782: Meizu Flyme 6, iPhone 8, Nokia Ara и MediaTek Helio P35",2016-11-26T17:30:00+00:00,Ekzer,170
Project NEON сделает интерфейс Windows 10 более плавным,2016-11-26T17:15:00+00:00,Котейко,150
Huawei P10 без кнопки Home появился на новом рендере,2016-11-26T17:00:00+00:00,Wadym72,60
GoPro Remo позволит управлять экшен-камерой голосом,2016-11-26T16:45:00+00:00,Котейко,17
Samsung Galaxy C7 Pro на Snapdragon 626 протестировали в Geekbench,2016-11-26T16:30:00+00:00,Wadym72,78
Авторы No Man&#039;s Sky наконец прервали молчание и рассказали о своих планах,2016-11-26T16:20:00+00:00,gotDvamp,64
Microsoft Surface Phone выйдет минимум в двух конфигурациях,2016-11-26T16:15:00+00:00,Котейко,144
Samsung Galaxy C9 Pro выйдет в матовом чёрном цвете,2016-11-26T16:00:00+00:00,Wadym72,28
Скачать бесплатно: йо-хо-хо и игры про пиратов,2016-11-26T12:00:00+00:00,News,40
"Сделано в Китае #45: китайский OLED-телевизор, аналог Siri для сферы услуг и другие новости",2016-11-26T11:50:00+00:00,Wadym72,32
"Обзор ASUS Travelair N: храним, копируем, стримим",2016-11-26T11:29:00+00:00,News,42
"Инсайды #781: LG G6, Oppo Find 9, iPad Pro (2017), Xiaomi Mi5C",2016-11-26T11:00:00+00:00,Ekzer,54
Xiaomi не получает прибыль с продаж смартфонов,2016-11-26T10:45:00+00:00,Wadym72,196
В BlackBerry Calendar добавили возможность редактирования созданных событий,2016-11-26T10:30:00+00:00,Wadym72,16
Обновление Microsoft Arrow приносит поддержку нового жеста,2016-11-26T10:15:00+00:00,Wadym72,45
В Японии построят самый мощный в мире суперкомпьютер,2016-11-26T10:00:00+00:00,Sleepp,55
Samsung Galaxy S7 Edge признан самым безопасным для здоровья смартфоном,2016-11-26T09:45:00+00:00,Wadym72,95
Xiaomi Mi6 станет первым китайским флагманом на Snapdragon 835,2016-11-26T09:30:00+00:00,Ekzer,69
В Google Play заработала расширенная система оценок игр,2016-11-26T09:15:00+00:00,Wadym72,22
Ультрачёткий дисплей от JDI найдёт применение в устройствах виртуальной реальности,2016-11-26T09:00:00+00:00,Ekzer,14
Смартфоны Uhans со скидкой до 60% на распродаже в честь Чёрной пятницы,2016-11-26T07:00:00+00:00,Котейко,29
"Инсайды #780: Meizu X, Chuwi HiBox, Samsung Exynos 8895 и новый флагман Elephone",2016-11-25T19:30:00+00:00,Ekzer,55
"OnePlus 3 получил обновление, улучшающее видеосъёмку",2016-11-25T19:00:00+00:00,Scar1989,47
Главная распродажа осени: гид по скидкам на игры для ПК и консолей,2016-11-25T17:12:00+00:00,News,131
Vernee Apollo стал первым VR-флагманом с процессором MediaTek,2016-11-25T17:11:00+00:00,Wadym72,43
Oppo A57 оборудовали 13-мегапиксельной фронтальной камерой,2016-11-25T17:10:16+00:00,Wadym72,26
Для LG V20 выпущен инструмент по разблокировке загрузчика,2016-11-25T17:00:00+00:00,Ekzer,49
HTC 10 начинает обновляться до Android 7.0,2016-11-25T15:35:00+00:00,Ekzer,76
Интересные гаджеты со скидкой от $17 в честь Чёрной пятницы,2016-11-25T14:40:00+00:00,Wadym72,35
Pinebook на Linux стал одним из самых дешёвых ноутбуков,2016-11-25T14:10:44+00:00,Wadym72,153
Футбольный симулятор PES 2017 обзавёлся бесплатной версией,2016-11-25T13:10:51+00:00,Wadym72,24
SuperSale: удобный поиск распродаж и скидок,2016-11-25T13:00:00+00:00,FB-king,6
Chuwi Hi10 Plus со скидкой 30% в Чёрную пятницу,2016-11-25T12:58:43+00:00,Wadym72,34
Apple открывает исходный код macOS 10.12 Sierra,2016-11-25T12:34:06+00:00,Scar1989,33
Многострадальный эксклюзив Crackdown 3 от Microsoft всё ещё находится в разработке,2016-11-25T12:09:30+00:00,Wadym72,23
Lenovo K6 Power и K6 Note оснастили стереодинамиками и ёмкими аккумуляторами,2016-11-25T11:47:00+00:00,Ekzer,85
Скидки на игры для Android: 25 ноября,2016-11-25T11:39:36+00:00,Strelka92,38
Meizu готовится представить свой первый планшет,2016-11-25T11:27:44+00:00,Ekzer,77
Долгоиграющий Lenovo P2 выходит на российский рынок,2016-11-25T11:22:05+00:00,Wadym72,79
Bluetooth-гарнитура Koss BT539i появится в России в начале декабря,2016-11-25T11:15:34+00:00,Ekzer,7
Xiaomi Mi5 за 14 тысяч рублей в честь Чёрной пятницы,2016-11-25T10:44:32+00:00,Котейко,123
Micromax выпускает три бюджетных смартфона на Android 6.0 Marshmallow,2016-11-25T10:36:48+00:00,Ekzer,24
Гоночный хит Gear.Club добрался до Android,2016-11-25T10:25:41+00:00,Ekzer,71
Учёные изобрели механические пиксели,2016-11-25T10:00:00+00:00,Котейко,41
Очки дополненной реальности замедляют реакцию человека,2016-11-25T09:00:00+00:00,Wadym72,32
"Устройства Bluboo от $19,99 на распродаже в честь Чёрной пятницы",2016-11-25T07:05:00+00:00,Wadym72,24
Американские учёные создали недорогие синтетические мышцы,2016-11-25T07:00:00+00:00,Wadym72,57
Смартфоны LeEco с наибольшей выгодой в Чёрную пятницу,2016-11-25T06:05:00+00:00,Wadym72,82
Новый патент Samsung описывает структуру гибких OLED-дисплеев,2016-11-25T06:00:00+00:00,Wadym72,53
Uhans A101s за 4 тысячи рублей в честь Чёрной пятницы,2016-11-25T05:00:00+00:00,Natalia Rafalskaya,36
"Инсайды #779: Huawei P10, Xiaomi Mi5C, Nokia Pixel и смартфон Meizu с двойной камерой",2016-11-24T19:30:00+00:00,Ekzer,168
Защищённые смартфоны на распродаже в Чёрную пятницу,2016-11-24T19:15:00+00:00,Wadym72,29
Обновление Samsung Gear Fit 2 расширяет возможности по отслеживанию активности,2016-11-24T19:00:00+00:00,Wadym72,29
Обзор игры Replica: новелла про взлом смартфона — способна ли удивить?,2016-11-24T18:05:00+00:00,News,22
Google Assistant может быть интегрирован с Chrome OS,2016-11-24T18:00:00+00:00,Wadym72,10
В Samsung Galaxy S7 и Galaxy S7 Edge появилась возможность изменения разрешения экрана,2016-11-24T16:59:00+00:00,Scar1989,160
"Ударопрочные телефоны от VKworld за $9,9 в Чёрную пятницу",2016-11-24T16:50:00+00:00,Wadym72,60
Смартфоны Moto Z и модули Moto Mods представлены в России,2016-11-24T16:23:00+00:00,Ekzer,89
OnePlus отвечает на вопросы о флагманских OnePlus 3 и 3T,2016-11-24T15:50:00+00:00,Wadym72,82
Что купить для Lenovo A7010,2016-11-24T14:17:00+00:00,Ekzer,33
Металлический Oukitel U7 Plus на Android 7.0 теперь стоит менее 5 тысяч рублей,2016-11-24T14:01:00+00:00,Natalia Rafalskaya,43
Камеру Lenovo Phab 2 Plus испытали в действии,2016-11-24T14:00:00+00:00,Sleepp,9
Dwarven Treasure — несметные сокровища в ваших руках,2016-11-24T14:00:00+00:00,FB-king,4
Xiaomi Mi Mix поставляется с ассистентом Cortana и сервисами Microsoft,2016-11-24T12:58:00+00:00,Ekzer,127
Скидки на приложения и игры для Android: 24 ноября,2016-11-24T12:39:54+00:00,Strelka92,20
Dr.Head устраивает распродажу наушников в честь Чёрной пятницы,2016-11-24T12:35:29+00:00,Wadym72,54
Скидки на игры для iOS: 24 ноября,2016-11-24T11:56:39+00:00,Strelka92,2
Xiaomi Mi Mix Nano не находится в разработке,2016-11-24T11:30:00+00:00,Scar1989,60
"Инсайды #778: флагман Nokia, Meizu Pro 7 и Samsung Galaxy S7 Edge в новом цвете",2016-11-24T11:12:43+00:00,Ekzer,95
Новые премиум-гарнитуры LG выходят на российский рынок,2016-11-24T10:55:42+00:00,Ekzer,29
Издатель Homefront: the Revolution обвинил в провале игры дату её выхода,2016-11-24T10:43:29+00:00,gotDvamp,38
Смартпэды от Doogee со скидкой в Чёрную пятницу,2016-11-24T10:27:59+00:00,Wadym72,20
Ноутбук-трансформер Prestigio Ecliptica доступен для предзаказа в России,2016-11-24T10:21:51+00:00,Ekzer,57
Deus Ex: Mankind Divided пала под натиском пиратов ,2016-11-24T10:13:00+00:00,gotDvamp,170
Корейские учёные интегрировали OLED-панель с тканью,2016-11-24T10:00:00+00:00,Котейко,29
Всем по Xiaomi на распродаже в честь Чёрной пятницы,2016-11-24T09:05:00+00:00,Wadym72,133
Легендарный Крис Тейлор покинул студию Wargaming,2016-11-24T09:00:00+00:00,gotDvamp,38
Обзор Acer Iconia Talk S: разговорный планшет бюджетного класса,2016-11-24T08:30:00+00:00,News,30
Инструкция: как покупать и экономить в Чёрную пятницу ,2016-11-24T07:30:00+00:00,News,86
Искусственный интеллект от Google придумал секретный язык,2016-11-24T07:00:00+00:00,Scar1989,81
Финские исследователи хотят объединить антенны беспроводных модулей в смартфонах,2016-11-24T06:00:00+00:00,Котейко,51
Хакеры научились подслушивать пользователей через наушники,2016-11-24T05:00:00+00:00,Котейко,82
"Инсайды #777: Samsung Galaxy J3 (2017), Meizu Flyme 6, Xiaomi Mi Mix Nano и процессор Kirin 970",2016-11-23T19:30:00+00:00,Ekzer,133
Пользователи Nextbit Robin уже могут опробовать Android 7.0,2016-11-23T19:00:00+00:00,Sleepp,29
Обзор игры RunGunJumpGun: заветами хорошего инди,2016-11-23T18:05:00+00:00,News,11
Для смарт-часов Pebble вышло обновление Pebble OS 4.3,2016-11-23T18:00:00+00:00,Wadym72,56
Опрос: какой экран вы предпочитаете для игр?,2016-11-23T17:03:53+00:00,am.axe,220
Google Pixel и Pixel XL получили поддержку новых жестов,2016-11-23T17:00:00+00:00,Wadym72,105
Xiaomi Mi Home Theater обладает специальной системой рекомендаций,2016-11-23T16:02:00+00:00,Wadym72,70
Nexus 9 присоединился к программе тестирования Android 7.1.1,2016-11-23T16:00:00+00:00,Wadym72,34
microSD-карты для запуска приложений будут помечены специальным символом,2016-11-23T14:00:00+00:00,Wadym72,83
UMi Plus E на Helio P20 поступил в продажу по специальной цене,2016-11-23T13:26:00+00:00,Wadym72,45
Telegram запускает платформу для создания публикаций,2016-11-23T12:40:00+00:00,Scar1989,103
Гоночная игра Re-Volt 3 дебютировала в Google Play и App Store,2016-11-23T12:39:00+00:00,gotDvamp,36
Высокие материи Astell&amp;Kern на Moscow High-End Show,2016-11-23T12:08:00+00:00,News,57
Скидки на приложения и игры для iOS: 23 ноября,2016-11-23T12:07:09+00:00,Strelka92,3
HP Elitebook 705 G4 оснастили процессором AMD PRO седьмого поколения,2016-11-23T12:03:43+00:00,Wadym72,50
Скидки на игры для Android: 23 ноября,2016-11-23T11:46:22+00:00,Strelka92,32
Мобильный сервис Samsung VR стал доступен российским пользователям,2016-11-23T11:34:29+00:00,Natalia Rafalskaya,32
"Инсайды #776: Xiaomi Mi6, Samsung Galaxy A5 (2017), ZUK Edge, Microsoft Surface Phone",2016-11-23T11:00:00+00:00,Ekzer,79
Разработчики Tor представили прототип защищённого смартфона,2016-11-23T10:59:00+00:00,Wadym72,85
Третий сезон &quot;Ходячих мертвецов&quot; выйдет до конца года,2016-11-23T10:19:08+00:00,gotDvamp,19
HTC Desire 650 получил необычный дизайн и бюджетные характеристики,2016-11-23T10:13:29+00:00,Wadym72,90
Переиздание одной из самых страшных игр в мире Amnesia вышло на PS4,2016-11-23T10:07:17+00:00,gotDvamp,36
Обзор Sony MDR-1000x: инновации в лучших традициях,2016-11-23T10:00:00+00:00,News,63
Камеру Ulefone Armor протестировали в реальных условиях,2016-11-23T09:55:10+00:00,Wadym72,20
Усилитель Accessport позволяет слушать музыку и заряжать iPhone 7 одновременно,2016-11-23T09:50:00+00:00,Wadym72,94
Волшебные шахматы из &quot;Гарри Поттера&quot; стали реальностью,2016-11-23T09:00:00+00:00,News,61
"Обзор NOMU S20: не страшны ни вода, ни холода",2016-11-23T08:00:00+00:00,News,37
Акции и подарки от GearBest в честь Чёрной пятницы,2016-11-23T07:05:00+00:00,Wadym72,50
"Американские учёные разработали технологию, которая позволит заряжать смартфоны за несколько секунд",2016-11-23T07:00:00+00:00,Wadym72,132
Google готовится прекратить поддержку Android Gingerbread и Honeycomb,2016-11-23T06:00:00+00:00,Wadym72,100
Обзор новинок и обновлений игр для Android (14 - 20 ноября 2016),2016-11-23T05:30:00+00:00,LeVent88,2
"Apple патентует iPhone, который можно складывать несколько раз",2016-11-23T05:00:00+00:00,Wadym72,93
"Инсайды #775: Samsung Galaxy S7, Qualcomm Snapdragon 835, Huawei P10 и Джони Айв",2016-11-22T21:07:31+00:00,Ekzer,74
Обзор Highscreen Power Rage Evo: как заработать нелишний вес ,2016-11-22T19:30:00+00:00,News,215
Moto Z и Moto Z Force получили поддержку Daydream VR с Android 7.0,2016-11-22T19:00:00+00:00,Wadym72,47
«Мир Дикого запада»: ужасающее будущее MMO-игр,2016-11-22T18:05:00+00:00,News,84
ABBYY выпускает приложение для сканирования книг и документов,2016-11-22T18:00:00+00:00,Wadym72,56
Вице-президент Apple снова объяснил отказ от MacBook Pro (2016) с 32 ГБ оперативной памяти,2016-11-22T17:00:00+00:00,Wadym72,120
Покупатели видеокарт GeForce GTX получат в подарок Watch Dogs 2,2016-11-22T16:39:00+00:00,Ekzer,55
Xiaomi выпускает Bluetooth-колонку с функцией Интернет-радиоприёмника,2016-11-22T15:46:00+00:00,Wadym72,87
Скидки на игры для Android: 22 ноября,2016-11-22T15:26:10+00:00,Strelka92,21
Windows 10 Redstone 3 позволит запускать x86-приложения на мобильных устройствах,2016-11-22T15:25:52+00:00,Sleepp,145
Скидки на игры для iOS: 22 ноября,2016-11-22T15:12:19+00:00,Strelka92,2
Blizzard разрабатывает новую игру от первого лица ,2016-11-22T14:41:00+00:00,gotDvamp,52
"Инсайды #774: OnePlus 3T, Apple AirPort, Samsung Galaxy C5 Pro и Xiaomi на CES 2017",2016-11-22T14:00:00+00:00,Ekzer,90
Lenovo Ideaсentre AIO Y910 с поддержкой VR выходит в России,2016-11-22T13:23:00+00:00,Wadym72,44
Шесть альтернатив LG G Watch R,2016-11-22T12:40:00+00:00,Ekzer,64
Геймеры смогут создавать уровни для Deus Ex GO ,2016-11-22T11:41:46+00:00,gotDvamp,12
Новая уязвимость в iOS &quot;убивает&quot; iPhone после запуска специального видео,2016-11-22T11:31:00+00:00,Scar1989,109
Баскетбольная игра NBA 2KVR Experience поступила в продажу ,2016-11-22T10:43:17+00:00,gotDvamp,8
"Инсайды #773: Samsung Galaxy S8, LG V30, Gionee M2017 и ZUK Edge",2016-11-22T10:28:00+00:00,Ekzer,77
Обзор новинок и обновлений игр для iOS (7 - 20 ноября 2016),2016-11-22T10:21:05+00:00,mfilonen2,0
HTC 10 Evo представлен на международном рынке,2016-11-22T10:19:00+00:00,Wadym72,107
Обзор новинок и обновлений программ для Android (14 ноября - 20 ноября 2016),2016-11-22T10:13:37+00:00,vadeus,0
Uncharted 4: A Thief&#039;s End получит режим &quot;Выживание&quot;,2016-11-22T10:12:21+00:00,gotDvamp,5
Обзор Acer Iconia One 10: скромняга с секретами,2016-11-22T10:05:00+00:00,News,49
VR-шлем Linq переносит видеоигры в реальный мир,2016-11-22T10:00:00+00:00,Wadym72,30
Экран Bluboo Edge проверили на прочность,2016-11-22T09:29:55+00:00,Natalia Rafalskaya,11
Caviar выпускает пуленепробиваемый iPhone 7 Forza,2016-11-22T09:00:00+00:00,Котейко,83
